OperatorInfo/Title,OperatorsReference,UsageTypeID,UsageType/IsPayAtLocation,UsageType/IsMembershipRequired,UsageType/IsAccessKeyRequired,UsageType/ID,UsageType/Title,UsageCost,AddressInfo/ID,AddressInfo/Title,AddressInfo/AddressLine1,AddressInfo/AddressLine2,AddressInfo/Town,AddressInfo/StateOrProvince,AddressInfo/Postcode,AddressInfo/CountryID,AddressInfo/Country/ISOCode,AddressInfo/Country/ContinentCode,AddressInfo/Country/ID,AddressInfo/Country/Title,AddressInfo/Latitude,AddressInfo/Longitude,AddressInfo/ContactTelephone1,AddressInfo/ContactTelephone2,AddressInfo/ContactEmail,AddressInfo/AccessComments,AddressInfo/RelatedURL,AddressInfo/Distance,AddressInfo/DistanceUnit,NumberOfPoints,GeneralComments,DatePlanned,DateLastConfirmed,StatusTypeID,StatusType/IsOperational,StatusType/IsUserSelectable,StatusType/ID,StatusType/Title,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,SubmissionStatus/IsLive,SubmissionStatus/ID,SubmissionStatus/Title,UserComments/0,PercentageSimilarity,Connections/0/ID,Connections/0/ConnectionTypeID,Connections/0/ConnectionType/FormalName,Connections/0/ConnectionType/IsDiscontinued,Connections/0/ConnectionType/IsObsolete,Connections/0/ConnectionType/ID,Connections/0/ConnectionType/Title,Connections/0/Reference,Connections/0/StatusTypeID,Connections/0/StatusType/IsOperational,Connections/0/StatusType/IsUserSelectable,Connections/0/StatusType/ID,Connections/0/StatusType/Title,Connections/0/LevelID,Connections/0/Level/Comments,Connections/0/Level/IsFastChargeCapable,Connections/0/Level/ID,Connections/0/Level/Title,Connections/0/Amps,Connections/0/Voltage,Connections/0/PowerKW,Connections/0/CurrentTypeID,Connections/0/CurrentType/Description
Fenie Energía (Spain),60,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100379,Grúas Margarita,Grúas Margarita,,Cordova,Andalusia,14510,210,ES,EU,210,Spain,37.470385,-4.571025,,,,,,,0,1,Disponibilidad del punto de recarga: L-V de 9:00 a 14:00 y de 17:00 a 20:00. Fin de semana cerrado.,,,50,TRUE,TRUE,50,Operational,2018-08-04T05:36:00Z,1,2018-02-09T08:55:00Z,200,TRUE,200,Submission Published,,,141285,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),40589,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,100353,Majestic Hotel & Spa Barcelona GL,Passeig de Gracia,,68,Barcelona,8007,210,ES,EU,210,Spain,41.393632,2.164516,+34 934 881 717,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T17:12:00Z,1,2018-02-09T06:53:00Z,200,TRUE,200,Submission Published,,,141259,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),40594,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,100345,Ibis Barcelona Cornellá,Carrer Albert Einstein,,53-55,Cornella de Llobregat,8940,210,ES,EU,210,Spain,41.348666,2.081894,+34 934 751 777,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for customers. Self park.",,,50,TRUE,TRUE,50,Operational,2018-10-03T14:19:00Z,1,2018-02-09T06:52:00Z,200,TRUE,200,Submission Published,,,141251,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),40595,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,100342,Hotel Benabola,Calle Benabola,,3,Marbella,29660,210,ES,EU,210,Spain,36.485294,-4.954906,+34 952 815 000,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T14:19:00Z,1,2018-02-09T06:51:00Z,200,TRUE,200,Submission Published,,,141248,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),40592,7,FALSE,FALSE,FALSE,7,Public - Notice Required,,100328,Hotel Vincci Soho,Calle del Prado,,18,Madrid,28014,210,ES,EU,210,Spain,40.415024,-3.698171,+34 911 414 100,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available by reservation only. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T15:04:00Z,1,2018-02-09T06:48:00Z,200,TRUE,200,Submission Published,,,141234,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),40588,7,FALSE,FALSE,FALSE,7,Public - Notice Required,,100297,Bodegas Benjamin de Rothschild & Vega Sicilia,Paraje de San Millan,,s/n,Samaniego,1307,210,ES,EU,210,Spain,42.576977,-2.662853,+34 945 567 508,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available by reservation only. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T17:42:00Z,1,2018-02-09T06:44:00Z,200,TRUE,200,Submission Published,,,141203,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),99,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100113,Ayuntamiento Sencelles,Plaça Nova S/N 07140,,Sencelles,Baleares,7140,210,ES,EU,210,Spain,39.64721041,2.899961961,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-13T05:28:00Z,1,2018-02-03T15:31:00Z,200,TRUE,200,Submission Published,,,140962,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),138,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100109,Jaime Signes S.L.,Avinguda de la Marina Alta,Marina Alta,Gata de Gorgos,,703740,210,ES,EU,210,Spain,38.775141,0.085907,,,,,,,0,1,Solicitar acceso en el mostrador de la tienda,,,100,FALSE,TRUE,100,Not Operational,2018-05-08T05:58:00Z,1,2018-02-03T15:30:00Z,200,TRUE,200,Submission Published,,,140954,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,100,FALSE,TRUE,100,Not Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),15,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100110,Ajuntament de Porreres,Camí de Marina S/N 07260,,Porreres,Baleares,7260,210,ES,EU,210,Spain,39.517859,3.020231,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-13T05:30:00Z,1,2018-02-03T15:30:00Z,200,TRUE,200,Submission Published,,,140956,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),"3,270,327",4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100111,Tien21 Centro Comercial Planet,Tien21 Centro Comercial Planet,,,,,210,ES,EU,210,Spain,38.712099,0.130469,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-10-30T06:32:00Z,1,2018-02-03T15:30:00Z,200,TRUE,200,Submission Published,,,140958,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,7,20,Alternating Current - Three Phase
Fenie Energía (Spain),"470,048",4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100112,Ajuntament d'Eivissa,Ajuntament d'Eivissa,,,,7800,210,ES,EU,210,Spain,38.911867,1.421969,,,,,,,0,2,"Acceso exclusivo con tarjeta del ayto de Ibiza. Pedir en C/Carlos III, nº6, sexta planta, área de Medio Ambiente. (971199635)",,,100,FALSE,TRUE,100,Not Operational,2018-10-29T09:33:00Z,1,2018-02-03T15:30:00Z,200,TRUE,200,Submission Published,,,140960,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,100,FALSE,TRUE,100,Not Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),"90,010",4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100102,Ajuntament de Sencelles,carrer Ramon Llull,Llull,Sencelles,,7140,210,ES,EU,210,Spain,39.644046,2.896876,,,,,,,0,2,,,,50,TRUE,TRUE,50,Operational,2018-10-29T09:30:00Z,1,2018-02-03T15:29:00Z,200,TRUE,200,Submission Published,,,140940,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),118,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100103,Ajuntament de Vilafranca de Bonany,Plaça Major Nº1 07250,,Vilafranca de Bonany,Baleares,107250,210,ES,EU,210,Spain,39.568374,3.088824,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-10-29T09:30:00Z,1,2018-02-03T15:29:00Z,200,TRUE,200,Submission Published,,,140942,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),"10,002",4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100104,Ajuntament de Lloret de Vistalegre,Ajuntament de Lloret de Vistalegre,,,,7518,210,ES,EU,210,Spain,39.614753,2.967019,,,,,,,0,2,,,,50,TRUE,TRUE,50,Operational,2018-10-29T09:28:00Z,1,2018-02-03T15:29:00Z,200,TRUE,200,Submission Published,,,140945,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),71,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100105,Ajuntament de Ciutdadella,Ajuntament de Ciutdadella,,,,7760,210,ES,EU,210,Spain,40.00102,3.836511,,,,,,,0,1,,,,100,FALSE,TRUE,100,Not Operational,2018-10-29T09:28:00Z,1,2018-02-03T15:29:00Z,200,TRUE,200,Submission Published,,,140947,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,100,FALSE,TRUE,100,Not Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),45,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100106,Ajuntament d'Escorca,Ajuntament d'Escorca,,,,7315,210,ES,EU,210,Spain,39.847823,2.797902,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-12T05:31:00Z,1,2018-02-03T15:29:00Z,200,TRUE,200,Submission Published,,,140949,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),212,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100107,Son Serra de Marina,Carrer Fra Juníper Serra 156,,Son Serra de Marina,Baleares,,210,ES,EU,210,Spain,39.736073,3.225808,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-13T05:26:00Z,1,2018-02-03T15:29:00Z,200,TRUE,200,Submission Published,,,140951,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),100,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100108,Ayuntamiento de Costitx,Carrer de la Balanguera Esquina Carrer de Sant Sebastià,,Costitx,Baleares,,210,ES,EU,210,Spain,39.654285,2.949042,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-13T05:25:00Z,1,2018-02-03T15:29:00Z,200,TRUE,200,Submission Published,,,140952,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),38,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100098,Parlament de les Illes Balears,Parlament de les Illes Balears,,,,7001,210,ES,EU,210,Spain,39.569039,2.648093,,,,,,,0,1,Parking privado con autorización previa,,,50,TRUE,TRUE,50,Operational,2018-07-13T05:28:00Z,1,2018-02-03T15:28:00Z,200,TRUE,200,Submission Published,,,140932,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),20,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100099,Ajuntament de Sant Joan,Ajuntament de Sant Joan,,,,7240,210,ES,EU,210,Spain,39.595671,3.037351,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-28T05:36:00Z,1,2018-02-03T15:28:00Z,200,TRUE,200,Submission Published,,,140934,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),151,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100100,Caeb,Calle Gabriel Alzamora Junto A Parking de Conforama,,Palma,Baleares,,210,ES,EU,210,Spain,39.58829,2.674955,,,,,,,0,1,,,,100,FALSE,TRUE,100,Not Operational,2018-05-08T06:01:00Z,1,2018-02-03T15:28:00Z,200,TRUE,200,Submission Published,,,140936,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,100,FALSE,TRUE,100,Not Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),53,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,100101,Ayuntamiento de Villena,Plaza del Mercado Central – Calle Jorge Guillen S/Nº,,VILLENA,Alicante/Alacant,,210,ES,EU,210,Spain,38.639806,-0.871083,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-13T05:29:00Z,1,2018-02-03T15:28:00Z,200,TRUE,200,Submission Published,,,140938,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
(Business Owner at Location),,1,,,,1,Public,Free,100096,Parking Centro Comercial Holea,Calle Trinidad y Tobago,,Huelva,Andalusia,21007,210,ES,EU,210,Spain,37.2722997,-6.92073,,,,,,,0,2,,,,50,TRUE,TRUE,50,Operational,2018-02-05T07:34:00Z,1,2018-02-03T00:00:00Z,200,TRUE,200,Submission Published,,,140929,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,230,3.6,10,Alternating Current - Single Phase
Tesla Motors (Worldwide),40197,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,100027,El Corte Ingles Castellana,Calle de Raimundo Fernández Villaverde,,79,Madrid,28003,210,ES,EU,210,Spain,40.446884,-3.69471,+34 914 18 88 00,,,,,,0,2,"2 Tesla Connectors, up to 11kW.Available for customers. Self park.",,,50,TRUE,TRUE,50,Operational,2018-10-03T14:20:00Z,1,2018-02-01T07:10:00Z,200,TRUE,200,Submission Published,,,140826,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),40217,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,100002,Comunidad General Parque Comercial Talavera,Carretera N-V,,km 114,Talavera de la Reina,45600,210,ES,EU,210,Spain,39.96643,-4.796442,+34 616414685,,,,,,0,2,"2 Tesla Connectors, up to 22kW.Available for customers. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T21:25:00Z,1,2018-02-01T07:06:00Z,200,TRUE,200,Submission Published,,,140801,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
(Business Owner at Location),,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,99901,Parador de Oropesa,Parador Virrey de Toledo,,Oropesa,Toledo,45560 Oropesa,210,ES,EU,210,Spain,39.9194,-5.175,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-01-29T20:25:00Z,1,2018-01-29T16:11:00Z,200,TRUE,200,Submission Published,,,140682,17,,FALSE,FALSE,17,CEE 5 Pin,,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),34045,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0.29/kWh; Otras tarifas posibles para los coches antiguos,99790,Aguadulce Supercharger,Av. Aguadulce,,Aguadulce,,41550,210,ES,EU,210,Spain,37.256691,-4.986075,,,,,,,0,8,"Charging8 Superchargers, available 24/7, up to 120kW",,,50,TRUE,TRUE,50,Operational,2019-03-22T19:11:00Z,1,2018-01-26T06:50:00Z,200,TRUE,200,Submission Published,,,140533,27,Tesla Supercharger,FALSE,FALSE,27,Tesla Supercharger,,50,TRUE,TRUE,50,Operational,3,40KW and Higher,TRUE,3,Level 3:  High (Over 40kW),,,120,30,Direct Current
Fenie Energía (Spain),143,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99720,Ayuntamiento de Murcia,Avenida Teniente Flomesta,La Catedral,Murcia,,30004,210,ES,EU,210,Spain,37.983045,-1.130235,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-08-03T05:40:00Z,1,2018-01-25T19:06:00Z,200,TRUE,200,Submission Published,,,140438,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),82,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99721,Ayuntamiento de Esporles,Ayuntamiento de Esporles,,Esporles,Illes Balears,7190,210,ES,EU,210,Spain,39.663743,2.580931,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-12T05:37:00Z,1,2018-01-25T19:06:00Z,200,TRUE,200,Submission Published,,,140440,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),244,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99722,Ayuntamiento Binissalem (escola Graduada),Ayuntamiento Binissalem (escola Graduada),,Raiguer,Illes Balears,7350,210,ES,EU,210,Spain,39.690056,2.839778,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-12T05:36:00Z,1,2018-01-25T19:06:00Z,200,TRUE,200,Submission Published,,,140442,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),220,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99723,Camp Futbol Mancor de la Vall,Camp Futbol Mancor de la Vall,,Mancor de la Vall,Illes Balears,7315,210,ES,EU,210,Spain,39.751727,2.873459,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-12T05:32:00Z,1,2018-01-25T19:06:00Z,200,TRUE,200,Submission Published,,,140443,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),"3,500,360,037",4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99724,Universitat de les Illes Balears,caminal de Formentera,Son Sardina,Palma,Illes Balears,7120,210,ES,EU,210,Spain,39.639721,2.64795,,,,,,,0,3,,,,100,FALSE,TRUE,100,Not Operational,2018-10-29T09:28:00Z,1,2018-01-25T19:06:00Z,200,TRUE,200,Submission Published,,,140444,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,100,FALSE,TRUE,100,Not Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),94,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99716,Ayuntamiento de Son Servera,"Carrer Joan Alcover, 8",,Son Servera,Illes Balears,7550,210,ES,EU,210,Spain,39.612894,3.361737,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-12T05:26:00Z,1,2018-01-25T19:05:00Z,200,TRUE,200,Submission Published,,,140431,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),39,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99717,Ajuntament de Llubí,Ajuntament de Llubí,,Llubí,Pla de Mallorca,7430,210,ES,EU,210,Spain,39.698671,3.010252,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-12T05:34:00Z,1,2018-01-25T19:05:00Z,200,TRUE,200,Submission Published,,,140433,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),103,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99718,Neumaticos Borreda,C/ Madeixes 17 46870,,ONTINYENT,Valencia,1746870,210,ES,EU,210,Spain,38.827029,-0.585878,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-13T05:28:00Z,1,2018-01-25T19:05:00Z,200,TRUE,200,Submission Published,,,140435,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),209,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99719,Parking Banyalbufar,Carrer Major,,Banyalbufar,,7191,210,ES,EU,210,Spain,39.687464,2.514367,,,,,,,0,1,Extensión del parking,,,50,TRUE,TRUE,50,Operational,2018-07-12T05:35:00Z,1,2018-01-25T19:05:00Z,200,TRUE,200,Submission Published,,,140437,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),239,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99709,Ayuntamiento Canillas de Aceituno,Plaza la Constitucion Nº 11 29716,,CANILLAS DE ACEITUNO,Málaga,1129716,210,ES,EU,210,Spain,36.873328,-4.081745,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-17T05:24:00Z,1,2018-01-25T19:04:00Z,200,TRUE,200,Submission Published,,,140418,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Fenie Energía (Spain),153,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99710,Ayutamiento de Cendea de Galar,Polígono Galaria (parking Mcdonald's),,Cordovilla,Navarra,,210,ES,EU,210,Spain,42.786285,-1.631654,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-08-03T05:40:00Z,1,2018-01-25T19:04:00Z,200,TRUE,200,Submission Published,,,140420,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7,10,Alternating Current - Single Phase
Fenie Energía (Spain),224,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0/kWh,99711,Teatro Mancor de la Vall,Teatro Mancor de la Vall,,,,7312,210,ES,EU,210,Spain,39.748051,2.872901,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-07-13T05:30:00Z,1,2018-01-25T19:04:00Z,200,TRUE,200,Submission Published,,,140422,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
